Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
Cadastre	NOUN	1	16	84	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
aqui	ADV	0	16	85	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
o	DET	0	16	86	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
seu	DET	0	16	87	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
currículo	NOUN	0	16	88	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
A	DET	0	16	89	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
primeira	ADJ	0	16	90	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
bolsa	NOUN	0	16	91	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
é	AUX	0	16	92	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
para	ADP	0	16	93	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
as	DET	0	16	94	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
áreas	NOUN	0	16	95	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
de	ADP	0	16	96	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
estatística	NOUN	0	16	97	0	O Instituto de Pesquisa Econômica Aplicada Ipea está com inscrição aberta para uma chamada pública que trata da concessão de bolsas de pesquisa no âmbito do projeto ndices e mapa de exposição à corrupção no Brasil , realizado em parceria com a Controladoria-Geral da União CGU . A seleção é para duas bolsas , na modalidade Bolsa de Incentivo à Pesquisa II , com duração prevista de 12 meses , podendo ser renovadas . As inscrições se encerram no dia 12 de março . Cadastre aqui o seu currículo A primeira bolsa é para as áreas de estatística , economia , demografia ou estudos populacionais , sendo exigido do interessado mestrado ou doutorado . A segunda vaga é para as áreas de computação , ciências da informação sistemas de informação , com exigência de nível de pós-graduação , com título de especialista . Os candidatos que apresentarem proposta para os processos de seleção em aberto , quando do cadastramento do currículo , devem mencionar , no campo Projeto de atuação pretendido no Ipea , o nome do projeto ao qual desejam concorrer à bolsa . O resultado será divulgado a partir do dia 27 de março . O início das bolsas será em 3 de abril de 2021 . Confira o regulamento . Parceria A Controladoria-Geral da União CGU e o Instituto de Pesquisa Econômica Aplicada Ipea firmaram acordo de cooperação técnica , assinado no dia 4 de dezembro de 2021 , para realizar a Pesquisa Brasileira de Exposição à Corrupção PBEC . O objetivo da iniciativa é criar um novo índice de medição que indique a real ocorrência da corrupção e não apenas a percepção da existência desse fenômeno . A pesquisa será realizada com cidadãos e empresas que poderão se manifestar de forma anônima e livre , indicando se já foram expostos a atos de corrupção em suas relações com a administração pública ou em seus contatos com os serviços públicos oferecidos por ele . A PBEC é uma inovação que se alia à tendência mundial de avançar na mensuração da corrupção com base em evidências . Por meio da pesquisa , a CGU poderá produzir e analisar informações de mensuração da exposição de pessoas jurídicas e naturais a situações de corrupção no Brasil de forma a promover o aprimoramento das políticas de prevenção e combate a este fenômeno no país . O resultado da iniciativa deverá qualificar o entendimento sobre práticas e riscos de corrupção no país e apoiar , assim , a melhoria das ações da Controladoria .
